InvoiceNo,StockCode,AirlineDescription,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
580612,82580,In-flight souvenir 1,1,5/12/2011 11:58,1.25,,United Kingdom
580723,82580,In-flight souvenir 1,25,5/12/2011 17:09,0.55,15856,United Kingdom
580725,82580,In-flight souvenir 1,12,5/12/2011 17:13,0.55,15932,United Kingdom
580729,82580,In-flight souvenir 1,1,5/12/2011 17:24,1.25,,United Kingdom
580776,82580,In-flight souvenir 1,3,6/12/2011 11:05,0.55,14562,United Kingdom
581149,82580,In-flight souvenir 1,4,7/12/2011 14:12,0.55,15471,United Kingdom
581217,82580,In-flight souvenir 1,2,8/12/2011 9:20,1.25,,United Kingdom
581238,82580,In-flight souvenir 1,1,8/12/2011 10:53,1.25,,United Kingdom
581439,82580,In-flight souvenir 1,1,8/12/2011 16:30,1.25,,United Kingdom
581498,82580,In-flight souvenir 1,1,9/12/2011 10:26,1.25,,United Kingdom
546406,82567,In-flight souvenir 1,1,11/3/2011 16:21,1.63,,United Kingdom
546778,82567,In-flight souvenir 1,12,16/3/2011 16:38,2.1,14572,United Kingdom
546850,82567,In-flight souvenir 1,3,17/3/2011 13:20,2.1,13268,United Kingdom
546892,82567,In-flight souvenir 1,1,17/3/2011 18:20,1.63,,United Kingdom
546896,82567,In-flight souvenir 1,1,17/3/2011 18:24,1.63,,United Kingdom
547042,82567,In-flight souvenir 1,1,20/3/2011 11:00,1.63,,United Kingdom
547063,82567,In-flight souvenir 1,3,20/3/2011 13:33,2.1,14769,United Kingdom
547382,82567,In-flight souvenir 1,1,22/3/2011 15:31,2.1,15457,United Kingdom
547906,82567,In-flight souvenir 1,1,28/3/2011 12:13,2.1,14410,United Kingdom
548194,82567,In-flight souvenir 1,1,29/3/2011 15:30,1.63,,United Kingdom
548373,82567,In-flight souvenir 1,3,30/3/2011 16:34,1.63,,United Kingdom
548864,82567,In-flight souvenir 1,1,4/4/2011 14:00,2.1,15756,United Kingdom
549155,82567,In-flight souvenir 1,2,6/4/2011 17:08,1.63,,United Kingdom
549295,82567,In-flight souvenir 1,1,7/4/2011 19:49,1.63,,United Kingdom
549833,82567,In-flight souvenir 1,12,12/4/2011 13:19,2.1,13458,United Kingdom
550017,82567,In-flight souvenir 1,6,14/4/2011 11:07,2.1,17865,United Kingdom
573300,82567,In-flight souvenir 1,1,28/10/2011 16:10,2.1,16049,United Kingdom
573576,82567,In-flight souvenir 1,1,31/10/2011 14:09,1.63,14096,United Kingdom
573585,82567,In-flight souvenir 1,3,31/10/2011 14:41,1.63,,United Kingdom
574074,82567,In-flight souvenir 1,1,2/11/2011 15:33,1.63,,United Kingdom
574298,82567,In-flight souvenir 1,1,3/11/2011 15:56,1.63,,United Kingdom
574445,82567,In-flight souvenir 1,12,4/11/2011 11:41,2.1,15722,United Kingdom
574536,82567,In-flight souvenir 1,3,4/11/2011 14:35,2.1,15707,United Kingdom
574692,82567,In-flight souvenir 1,2,6/11/2011 13:28,2.1,16771,United Kingdom
574714,82567,In-flight souvenir 1,2,6/11/2011 14:29,2.1,15427,United Kingdom
574741,82567,In-flight souvenir 1,1,6/11/2011 16:13,2.1,15993,United Kingdom
574950,82567,In-flight souvenir 1,1,8/11/2011 9:29,1.63,,United Kingdom
575176,82567,In-flight souvenir 1,1,8/11/2011 18:29,1.63,,United Kingdom
575269,82567,In-flight souvenir 1,6,9/11/2011 12:08,2.1,17865,United Kingdom
575491,82567,In-flight souvenir 1,1,9/11/2011 17:47,2.1,15531,United Kingdom
575607,82567,In-flight souvenir 1,5,10/11/2011 12:37,1.63,14096,United Kingdom
575718,82567,In-flight souvenir 1,2,10/11/2011 18:04,2.1,16907,United Kingdom
575989,82567,In-flight souvenir 1,1,13/11/2011 14:20,2.1,14698,United Kingdom
575989,82567,In-flight souvenir 1,1,13/11/2011 14:20,2.1,14698,United Kingdom
576071,82567,In-flight souvenir 1,1,13/11/2011 16:03,2.1,18069,United Kingdom
576329,82567,In-flight souvenir 1,2,14/11/2011 15:22,1.63,,United Kingdom
576339,82567,In-flight souvenir 1,9,14/11/2011 15:27,1.63,14096,United Kingdom
576618,82567,In-flight souvenir 1,1,15/11/2011 17:00,1.63,,United Kingdom
576837,82567,In-flight souvenir 1,2,16/11/2011 15:16,1.63,,United Kingdom
576840,82567,In-flight souvenir 1,1,16/11/2011 15:23,1.63,,United Kingdom
576932,82567,In-flight souvenir 1,1,17/11/2011 11:12,2.1,15443,United Kingdom
577038,82567,In-flight souvenir 1,2,17/11/2011 13:30,2.1,14796,United Kingdom
577358,82567,In-flight souvenir 1,2,18/11/2011 15:59,1.63,,United Kingdom
577768,82567,In-flight souvenir 1,2,21/11/2011 15:18,1.63,,United Kingdom
578065,82567,In-flight souvenir 1,1,22/11/2011 15:41,1.63,,United Kingdom
578067,82567,In-flight souvenir 1,2,22/11/2011 15:43,1.63,,United Kingdom
578270,82567,In-flight souvenir 1,3,23/11/2011 13:39,1.63,14096,United Kingdom
578290,82567,In-flight souvenir 1,6,23/11/2011 14:07,2.1,13644,United Kingdom
578347,82567,In-flight souvenir 1,2,24/11/2011 9:26,1.63,,United Kingdom
578827,82567,In-flight souvenir 1,1,25/11/2011 14:25,1.63,,United Kingdom
578943,82567,In-flight souvenir 1,2,27/11/2011 13:35,2.1,15009,United Kingdom
579187,82567,In-flight souvenir 1,1,28/11/2011 15:31,1.63,,United Kingdom
579196,82567,In-flight souvenir 1,7,28/11/2011 15:54,1.63,14096,United Kingdom
579456,82567,In-flight souvenir 1,2,29/11/2011 14:20,2.1,13428,United Kingdom
580115,82567,In-flight souvenir 1,2,1/12/2011 16:22,1.63,,United Kingdom
580153,82567,In-flight souvenir 1,12,2/12/2011 10:23,2.1,12762,Portugal
580289,82567,In-flight souvenir 1,6,2/12/2011 13:32,2.1,15856,United Kingdom
580293,82567,In-flight souvenir 1,1,2/12/2011 13:38,2.1,16426,United Kingdom
580293,82567,In-flight souvenir 1,1,2/12/2011 13:38,2.1,16426,United Kingdom
580399,82567,In-flight souvenir 1,2,4/12/2011 11:45,2.1,13471,United Kingdom
580727,82567,In-flight souvenir 1,10,5/12/2011 17:17,1.63,14096,United Kingdom
580848,82567,In-flight souvenir 1,1,6/12/2011 11:51,2.1,18005,United Kingdom
580983,82567,In-flight souvenir 1,1,6/12/2011 16:26,1.63,,United Kingdom
580997,82567,In-flight souvenir 1,3,6/12/2011 17:23,2.1,15023,United Kingdom
581147,82567,In-flight souvenir 1,1,7/12/2011 14:01,2.1,16426,United Kingdom
581191,82567,In-flight souvenir 1,1,7/12/2011 16:56,2.1,17449,United Kingdom
581217,82567,In-flight souvenir 1,1,8/12/2011 9:20,1.63,,United Kingdom
581219,82567,In-flight souvenir 1,6,8/12/2011 9:28,1.63,,United Kingdom
581237,82567,In-flight souvenir 1,4,8/12/2011 10:40,2.1,15443,United Kingdom
581439,82567,In-flight souvenir 1,3,8/12/2011 16:30,1.63,,United Kingdom
581492,82567,In-flight souvenir 1,2,9/12/2011 10:03,1.63,,United Kingdom
573291,82486,In-flight souvenir 1,4,28/10/2011 14:51,8.95,16554,United Kingdom
573323,82486,In-flight souvenir 1,2,30/10/2011 10:54,8.95,15708,United Kingdom
573323,82486,In-flight souvenir 1,2,30/10/2011 10:54,8.95,15708,United Kingdom
573338,82486,In-flight souvenir 1,1,30/10/2011 11:47,8.95,14546,United Kingdom
573358,82486,In-flight souvenir 1,2,30/10/2011 12:46,8.95,17213,United Kingdom
573384,82486,In-flight souvenir 1,2,30/10/2011 14:19,8.95,15478,United Kingdom
573384,82486,In-flight souvenir 1,2,30/10/2011 14:19,8.95,15478,United Kingdom
573390,82486,In-flight souvenir 1,2,30/10/2011 14:53,8.95,17213,United Kingdom
573415,82486,In-flight souvenir 1,2,30/10/2011 16:17,8.95,13607,United Kingdom
573501,82486,In-flight souvenir 1,2,31/10/2011 12:02,8.95,18055,United Kingdom
573501,82486,In-flight souvenir 1,2,31/10/2011 12:02,8.95,18055,United Kingdom
573551,82486,In-flight souvenir 1,2,31/10/2011 13:35,8.95,15044,United Kingdom
573584,82486,In-flight souvenir 1,4,31/10/2011 14:36,8.95,16705,United Kingdom
573872,82486,In-flight souvenir 1,2,1/11/2011 12:35,8.95,17243,United Kingdom
573887,82486,In-flight souvenir 1,2,1/11/2011 13:39,8.95,16173,United Kingdom
573898,82486,In-flight souvenir 1,4,1/11/2011 14:35,8.95,14562,United Kingdom
573902,82486,In-flight souvenir 1,12,1/11/2011 14:51,8.15,17428,United Kingdom
573905,82486,In-flight souvenir 1,1,1/11/2011 15:06,8.95,16971,United Kingdom
573955,82486,In-flight souvenir 1,2,2/11/2011 10:51,8.95,14216,United Kingdom
574247,82486,In-flight souvenir 1,2,3/11/2011 12:56,8.95,13168,United Kingdom
574269,82486,In-flight souvenir 1,2,3/11/2011 14:27,8.95,15570,United Kingdom
574319,82486,In-flight souvenir 1,24,3/11/2011 19:15,8.15,15482,United Kingdom
C574584,82486,In-flight souvenir 1,-24,4/11/2011 18:11,8.15,15482,United Kingdom
574663,82486,In-flight souvenir 1,2,6/11/2011 12:04,8.95,13527,United Kingdom
574663,82486,In-flight souvenir 1,2,6/11/2011 12:04,8.95,13527,United Kingdom
574695,82486,In-flight souvenir 1,1,6/11/2011 13:37,8.95,17114,United Kingdom
574701,82486,In-flight souvenir 1,1,6/11/2011 13:54,8.95,15426,United Kingdom
574704,82486,In-flight souvenir 1,2,6/11/2011 14:02,8.95,15696,United Kingdom
574717,82486,In-flight souvenir 1,2,6/11/2011 14:35,8.95,18170,United Kingdom
574937,82486,In-flight souvenir 1,4,7/11/2011 17:08,8.95,15344,United Kingdom
574950,82486,In-flight souvenir 1,1,8/11/2011 9:29,16.63,,United Kingdom
575039,82486,In-flight souvenir 1,2,8/11/2011 11:53,8.95,15005,United Kingdom
575221,82486,In-flight souvenir 1,4,9/11/2011 11:25,8.95,12949,United Kingdom
575269,82486,In-flight souvenir 1,4,9/11/2011 12:08,8.95,17865,United Kingdom
575321,82486,In-flight souvenir 1,1,9/11/2011 13:34,8.95,15311,United Kingdom
575324,82486,In-flight souvenir 1,2,9/11/2011 13:45,8.95,14240,United Kingdom
575484,82486,In-flight souvenir 1,2,9/11/2011 17:02,8.95,16670,United Kingdom
575516,82486,In-flight souvenir 1,12,10/11/2011 10:45,8.15,17340,United Kingdom
575517,82486,In-flight souvenir 1,2,10/11/2011 10:49,8.95,14562,United Kingdom
575643,82486,In-flight souvenir 1,4,10/11/2011 14:09,8.95,13267,United Kingdom
575744,82486,In-flight souvenir 1,4,11/11/2011 10:03,8.95,14035,United Kingdom
575914,82486,In-flight souvenir 1,2,11/11/2011 16:31,8.95,17071,United Kingdom
575964,82486,In-flight souvenir 1,2,13/11/2011 12:31,8.95,15021,United Kingdom
575970,82486,In-flight souvenir 1,2,13/11/2011 12:50,8.95,16416,United Kingdom
576069,82486,In-flight souvenir 1,2,13/11/2011 15:57,8.95,13603,United Kingdom
576078,82486,In-flight souvenir 1,2,13/11/2011 16:22,8.95,14432,United Kingdom
576121,82486,In-flight souvenir 1,1,14/11/2011 10:38,8.95,14530,United Kingdom
576228,82486,In-flight souvenir 1,2,14/11/2011 13:12,8.95,15033,United Kingdom
576303,82486,In-flight souvenir 1,1,14/11/2011 14:51,8.95,15532,United Kingdom
576355,82486,In-flight souvenir 1,12,14/11/2011 16:28,8.15,13089,United Kingdom
576381,82486,In-flight souvenir 1,2,15/11/2011 9:26,8.95,12839,United Kingdom
576412,82486,In-flight souvenir 1,4,15/11/2011 11:21,8.95,13455,United Kingdom
576564,82486,In-flight souvenir 1,12,15/11/2011 13:32,8.15,15311,United Kingdom
576596,82486,In-flight souvenir 1,4,15/11/2011 14:57,8.95,14911,EIRE
576778,82486,In-flight souvenir 1,2,16/11/2011 13:24,8.95,16085,United Kingdom
576779,82486,In-flight souvenir 1,2,16/11/2011 13:25,8.95,14554,United Kingdom
576910,82486,In-flight souvenir 1,6,17/11/2011 9:51,8.95,12477,Germany
577009,82486,In-flight souvenir 1,2,17/11/2011 12:05,8.95,12749,United Kingdom
577104,82486,In-flight souvenir 1,2,17/11/2011 17:13,8.95,12747,United Kingdom
577312,82486,In-flight souvenir 1,2,18/11/2011 13:18,8.95,17049,United Kingdom
577495,82486,In-flight souvenir 1,2,20/11/2011 12:20,8.95,14704,United Kingdom
577519,82486,In-flight souvenir 1,2,20/11/2011 13:20,8.95,15044,United Kingdom
577525,82486,In-flight souvenir 1,2,20/11/2011 13:37,8.95,16905,United Kingdom
577557,82486,In-flight souvenir 1,2,20/11/2011 15:36,8.95,15426,United Kingdom
577691,82486,In-flight souvenir 1,2,21/11/2011 11:34,8.95,14587,United Kingdom
577723,82486,In-flight souvenir 1,2,21/11/2011 12:36,8.95,16713,United Kingdom
577790,82486,In-flight souvenir 1,4,21/11/2011 16:35,8.95,14198,United Kingdom
577807,82486,In-flight souvenir 1,2,22/11/2011 8:26,8.95,15699,United Kingdom
577851,82486,In-flight souvenir 1,2,22/11/2011 11:04,8.95,13267,United Kingdom
577905,82486,In-flight souvenir 1,12,22/11/2011 11:51,8.15,15497,United Kingdom
578020,82486,In-flight souvenir 1,2,22/11/2011 13:20,8.95,16979,United Kingdom
578032,82486,In-flight souvenir 1,2,22/11/2011 13:41,8.95,16633,United Kingdom
578041,82486,In-flight souvenir 1,2,22/11/2011 14:23,8.95,17338,United Kingdom
578261,82486,In-flight souvenir 1,24,23/11/2011 13:24,8.15,14216,United Kingdom
578304,82486,In-flight souvenir 1,8,23/11/2011 15:41,8.95,13831,United Kingdom
578344,82486,In-flight souvenir 1,1,24/11/2011 9:21,16.63,,United Kingdom
578347,82486,In-flight souvenir 1,1,24/11/2011 9:26,16.63,,United Kingdom
578834,82486,In-flight souvenir 1,1,25/11/2011 15:32,8.95,18109,United Kingdom
578927,82486,In-flight souvenir 1,4,27/11/2011 12:26,8.95,15747,United Kingdom
579001,82486,In-flight souvenir 1,2,27/11/2011 16:19,8.95,15555,United Kingdom
579102,82486,In-flight souvenir 1,2,28/11/2011 11:33,8.95,14911,EIRE
579106,82486,In-flight souvenir 1,2,28/11/2011 11:42,8.95,16705,United Kingdom
579171,82486,In-flight souvenir 1,2,28/11/2011 14:30,8.95,13030,United Kingdom
579175,82486,In-flight souvenir 1,2,28/11/2011 14:39,8.95,14562,United Kingdom
579413,82486,In-flight souvenir 1,2,29/11/2011 12:50,8.95,13668,United Kingdom
579522,82486,In-flight souvenir 1,4,30/11/2011 8:04,8.95,14432,United Kingdom
579668,82486,In-flight souvenir 1,2,30/11/2011 12:32,8.95,15152,United Kingdom
579784,82486,In-flight souvenir 1,24,30/11/2011 15:27,8.15,14258,United Kingdom
579885,82486,In-flight souvenir 1,2,30/11/2011 17:37,8.95,15444,United Kingdom
C579904,82486,In-flight souvenir 1,-2,1/12/2011 8:43,8.95,17049,United Kingdom
580088,82486,In-flight souvenir 1,12,1/12/2011 14:30,8.15,17115,United Kingdom
580097,82486,In-flight souvenir 1,12,1/12/2011 14:58,8.15,14216,United Kingdom
580108,82486,In-flight souvenir 1,12,1/12/2011 15:42,8.15,14440,United Kingdom
580403,82486,In-flight souvenir 1,8,4/12/2011 11:56,8.95,17858,United Kingdom
580434,82486,In-flight souvenir 1,1,4/12/2011 12:17,8.95,17114,United Kingdom
580500,82486,In-flight souvenir 1,6,4/12/2011 12:52,8.95,17131,United Kingdom
580514,82486,In-flight souvenir 1,4,4/12/2011 14:01,8.95,16905,United Kingdom
580529,82486,In-flight souvenir 1,4,4/12/2011 15:35,8.95,14658,United Kingdom
580673,82486,In-flight souvenir 1,12,5/12/2011 14:30,8.15,13089,United Kingdom
580727,82486,In-flight souvenir 1,1,5/12/2011 17:17,16.63,14096,United Kingdom
580730,82486,In-flight souvenir 1,1,5/12/2011 17:28,16.63,,United Kingdom
580776,82486,In-flight souvenir 1,2,6/12/2011 11:05,8.95,14562,United Kingdom
581164,82486,In-flight souvenir 1,2,7/12/2011 14:34,8.95,14395,United Kingdom
581336,82486,In-flight souvenir 1,2,8/12/2011 12:10,8.95,16161,United Kingdom
581433,82486,In-flight souvenir 1,4,8/12/2011 15:54,8.95,14911,EIRE
581445,82486,In-flight souvenir 1,4,8/12/2011 17:12,8.95,17405,United Kingdom
581500,82486,In-flight souvenir 1,4,9/12/2011 10:45,8.95,15344,United Kingdom
546406,82095,In-flight souvenir 1,2,11/3/2011 16:21,4.96,,United Kingdom
546498,82095,In-flight souvenir 1,2,14/3/2011 11:44,7.65,15493,United Kingdom
546884,82095,In-flight souvenir 1,1,17/3/2011 18:08,4.96,,United Kingdom
548358,82095,In-flight souvenir 1,2,30/3/2011 15:29,7.65,15832,United Kingdom
548373,82095,In-flight souvenir 1,1,30/3/2011 16:34,4.96,,United Kingdom
549155,82095,In-flight souvenir 1,1,6/4/2011 17:08,4.96,,United Kingdom
574149,79406,In-flight souvenir 1,24,3/11/2011 11:29,0.22,13709,United Kingdom
581219,79406,In-flight souvenir 1,3,8/12/2011 9:28,0.83,,United Kingdom
546917,79403,In-flight souvenir 1,12,18/3/2011 9:17,0.85,14911,EIRE
549569,79403,In-flight souvenir 1,3,10/4/2011 15:15,0.85,15547,United Kingdom
580272,79403,In-flight souvenir 1,1,2/12/2011 12:52,0.85,15547,United Kingdom
549567,79337,In-flight souvenir 1,6,10/4/2011 15:07,0.38,13632,United Kingdom
546212,79321,In-flight souvenir 1,36,10/3/2011 11:33,4.95,14156,EIRE
546261,79321,In-flight souvenir 1,3,10/3/2011 15:01,5.75,17841,United Kingdom
546367,79321,In-flight souvenir 1,24,11/3/2011 11:38,4.95,15513,United Kingdom
546384,79321,In-flight souvenir 1,33,11/3/2011 13:03,4.95,15311,United Kingdom
546388,79321,In-flight souvenir 1,9,11/3/2011 13:42,12.46,,United Kingdom
546429,79321,In-flight souvenir 1,5,13/3/2011 15:25,5.75,17611,United Kingdom
546441,79321,In-flight souvenir 1,12,14/3/2011 10:36,5.75,15159,United Kingdom
546442,79321,In-flight souvenir 1,24,14/3/2011 10:38,4.95,15159,United Kingdom
546502,79321,In-flight souvenir 1,1,14/3/2011 11:46,5.75,16005,United Kingdom
546502,79321,In-flight souvenir 1,1,14/3/2011 11:46,5.75,16005,United Kingdom
546543,79321,In-flight souvenir 1,1,14/3/2011 15:40,5.75,17841,United Kingdom
546561,79321,In-flight souvenir 1,4,15/3/2011 10:34,5.75,18260,United Kingdom
546562,79321,In-flight souvenir 1,4,15/3/2011 10:45,5.75,16293,United Kingdom
546648,79321,In-flight souvenir 1,3,15/3/2011 14:15,12.46,,United Kingdom
546686,79321,In-flight souvenir 1,4,16/3/2011 9:52,5.75,14636,United Kingdom
546774,79321,In-flight souvenir 1,2,16/3/2011 15:45,5.75,14505,United Kingdom
546884,79321,In-flight souvenir 1,1,17/3/2011 18:08,5.79,,United Kingdom
546891,79321,In-flight souvenir 1,1,17/3/2011 18:18,5.75,,United Kingdom
546892,79321,In-flight souvenir 1,1,17/3/2011 18:20,5.75,,United Kingdom
546896,79321,In-flight souvenir 1,2,17/3/2011 18:24,5.75,,United Kingdom
546928,79321,In-flight souvenir 1,24,18/3/2011 10:16,4.95,17685,United Kingdom
546972,79321,In-flight souvenir 1,8,18/3/2011 12:04,12.46,,United Kingdom
547019,79321,In-flight souvenir 1,4,18/3/2011 14:54,5.75,17841,United Kingdom
547042,79321,In-flight souvenir 1,11,20/3/2011 11:00,5.75,,United Kingdom
547114,79321,In-flight souvenir 1,1,21/3/2011 11:49,5.75,14688,United Kingdom
547220,79321,In-flight souvenir 1,4,21/3/2011 15:02,5.75,13410,United Kingdom
547250,79321,In-flight souvenir 1,1,22/3/2011 9:30,5.75,,United Kingdom
547361,79321,In-flight souvenir 1,4,22/3/2011 12:31,5.75,15298,United Kingdom
547372,79321,In-flight souvenir 1,1,22/3/2011 13:46,5.75,16374,United Kingdom
547396,79321,In-flight souvenir 1,1,22/3/2011 16:54,0,,United Kingdom
547396,79321,In-flight souvenir 1,1,22/3/2011 16:54,12.46,,United Kingdom
547488,79321,In-flight souvenir 1,2,23/3/2011 11:30,5.75,13821,United Kingdom
547511,79321,In-flight souvenir 1,8,23/3/2011 13:44,5.75,17411,United Kingdom
547896,79321,In-flight souvenir 1,4,28/3/2011 11:34,5.75,17841,United Kingdom
548162,79321,In-flight souvenir 1,5,29/3/2011 13:42,12.46,,United Kingdom
548169,79321,In-flight souvenir 1,48,29/3/2011 13:48,4.95,14680,United Kingdom
548204,79321,In-flight souvenir 1,14,29/3/2011 16:41,14.95,,United Kingdom
548492,79321,In-flight souvenir 1,5,31/3/2011 13:14,5.75,17841,United Kingdom
548502,79321,In-flight souvenir 1,4,31/3/2011 14:17,12.46,,United Kingdom
548666,79321,In-flight souvenir 1,5,1/4/2011 14:58,5.75,13124,United Kingdom
549014,79321,In-flight souvenir 1,1,5/4/2011 15:00,5.75,17841,United Kingdom
549047,79321,In-flight souvenir 1,1,6/4/2011 10:07,5.75,17783,United Kingdom
549100,79321,In-flight souvenir 1,12,6/4/2011 11:14,12.46,,United Kingdom
549586,79321,In-flight souvenir 1,4,11/4/2011 10:00,12.46,,United Kingdom
549943,79321,In-flight souvenir 1,1,13/4/2011 12:09,5.75,13544,United Kingdom
573320,79321,In-flight souvenir 1,24,30/10/2011 10:29,4.95,15513,United Kingdom
573326,79321,In-flight souvenir 1,4,30/10/2011 11:08,5.75,15298,United Kingdom
573426,79321,In-flight souvenir 1,7,31/10/2011 10:17,12.46,,United Kingdom
573532,79321,In-flight souvenir 1,24,31/10/2011 12:45,4.95,13145,United Kingdom
573585,79321,In-flight souvenir 1,2,31/10/2011 14:41,12.46,,United Kingdom
573773,79321,In-flight souvenir 1,12,1/11/2011 10:21,5.75,13327,United Kingdom
573870,79321,In-flight souvenir 1,1,1/11/2011 12:25,5.75,14485,United Kingdom
573904,79321,In-flight souvenir 1,4,1/11/2011 14:54,5.75,14505,United Kingdom
573908,79321,In-flight souvenir 1,4,1/11/2011 15:19,5.75,17739,United Kingdom
573923,79321,In-flight souvenir 1,2,2/11/2011 9:31,5.75,17965,United Kingdom
573937,79321,In-flight souvenir 1,4,2/11/2011 10:40,5.75,15830,United Kingdom
C574010,79321,In-flight souvenir 1,-1,2/11/2011 11:51,5.75,17841,United Kingdom
574034,79321,In-flight souvenir 1,24,2/11/2011 12:45,4.95,17841,United Kingdom
574054,79321,In-flight souvenir 1,4,2/11/2011 14:07,5.75,18104,United Kingdom
574074,79321,In-flight souvenir 1,1,2/11/2011 15:33,12.46,,United Kingdom
574265,79321,In-flight souvenir 1,4,3/11/2011 14:17,5.75,15605,United Kingdom
574297,79321,In-flight souvenir 1,4,3/11/2011 15:54,5.75,16602,United Kingdom
574304,79321,In-flight souvenir 1,1,3/11/2011 16:30,5.75,14428,United Kingdom
574313,79321,In-flight souvenir 1,4,3/11/2011 17:45,5.75,13267,United Kingdom
574328,79321,In-flight souvenir 1,8,4/11/2011 9:05,5.75,13081,United Kingdom
574338,79321,In-flight souvenir 1,24,4/11/2011 10:05,4.95,14150,United Kingdom
574356,79321,In-flight souvenir 1,22,4/11/2011 10:48,12.46,,United Kingdom
574356,79321,In-flight souvenir 1,1,4/11/2011 10:48,17.88,,United Kingdom
574490,79321,In-flight souvenir 1,4,4/11/2011 13:04,5.75,17690,United Kingdom
574629,79321,In-flight souvenir 1,1,6/11/2011 11:21,5.75,16326,United Kingdom
574684,79321,In-flight souvenir 1,4,6/11/2011 12:56,5.75,17581,United Kingdom
574882,79321,In-flight souvenir 1,2,7/11/2011 13:45,5.75,13599,United Kingdom
574888,79321,In-flight souvenir 1,96,7/11/2011 14:21,4.95,16353,United Kingdom
574889,79321,In-flight souvenir 1,24,7/11/2011 14:22,4.95,16353,United Kingdom
574915,79321,In-flight souvenir 1,24,7/11/2011 16:17,4.95,16779,United Kingdom
574917,79321,In-flight souvenir 1,48,7/11/2011 16:30,4.95,14135,United Kingdom
574967,79321,In-flight souvenir 1,8,8/11/2011 10:51,12.46,,United Kingdom
575036,79321,In-flight souvenir 1,4,8/11/2011 11:45,5.75,15249,United Kingdom
C575058,79321,In-flight souvenir 1,-1,8/11/2011 12:25,4.95,16013,United Kingdom
575086,79321,In-flight souvenir 1,8,8/11/2011 13:52,5.75,16618,United Kingdom
575177,79321,In-flight souvenir 1,1,8/11/2011 18:41,12.46,,United Kingdom
575205,79321,In-flight souvenir 1,48,9/11/2011 10:18,4.95,13147,United Kingdom
575206,79321,In-flight souvenir 1,24,9/11/2011 10:26,4.95,14298,United Kingdom
575219,79321,In-flight souvenir 1,24,9/11/2011 11:17,4.95,17511,United Kingdom
575221,79321,In-flight souvenir 1,4,9/11/2011 11:25,5.75,12949,United Kingdom
575492,79321,In-flight souvenir 1,4,10/11/2011 8:06,5.75,18236,United Kingdom
575607,79321,In-flight souvenir 1,1,10/11/2011 12:37,12.46,14096,United Kingdom
575656,79321,In-flight souvenir 1,4,10/11/2011 14:29,5.75,13319,United Kingdom
575689,79321,In-flight souvenir 1,4,10/11/2011 16:16,5.75,14829,United Kingdom
575701,79321,In-flight souvenir 1,24,10/11/2011 16:59,4.95,13396,United Kingdom
575725,79321,In-flight souvenir 1,72,10/11/2011 18:46,4.95,13098,United Kingdom
575748,79321,In-flight souvenir 1,5,11/11/2011 10:21,12.46,,United Kingdom
575866,79321,In-flight souvenir 1,48,11/11/2011 12:41,4.95,16107,United Kingdom
575875,79321,In-flight souvenir 1,1,11/11/2011 13:06,12.46,,United Kingdom
576053,79321,In-flight souvenir 1,3,13/11/2011 14:53,5.75,16726,United Kingdom
576066,79321,In-flight souvenir 1,1,13/11/2011 15:44,5.75,16898,United Kingdom
576269,79321,In-flight souvenir 1,4,14/11/2011 14:23,5.75,12762,Portugal
576339,79321,In-flight souvenir 1,3,14/11/2011 15:27,12.46,14096,United Kingdom
576359,79321,In-flight souvenir 1,96,14/11/2011 16:59,4.95,14680,United Kingdom
576381,79321,In-flight souvenir 1,4,15/11/2011 9:26,5.75,12839,United Kingdom
576391,79321,In-flight souvenir 1,7,15/11/2011 10:13,12.46,,United Kingdom
576406,79321,In-flight souvenir 1,24,15/11/2011 11:17,4.95,13692,United Kingdom
576540,79321,In-flight souvenir 1,1,15/11/2011 12:48,5.75,18043,United Kingdom
576574,79321,In-flight souvenir 1,24,15/11/2011 13:53,4.95,13078,United Kingdom
576581,79321,In-flight souvenir 1,8,15/11/2011 14:15,5.75,15955,United Kingdom
576590,79321,In-flight souvenir 1,4,15/11/2011 14:30,5.75,16240,United Kingdom
576606,79321,In-flight souvenir 1,4,15/11/2011 15:33,5.75,13410,United Kingdom
576635,79321,In-flight souvenir 1,24,16/11/2011 9:32,4.95,15269,United Kingdom
576665,79321,In-flight souvenir 1,24,16/11/2011 11:46,4.95,17841,United Kingdom
576688,79321,In-flight souvenir 1,4,16/11/2011 12:16,5.75,16717,United Kingdom
576834,79321,In-flight souvenir 1,8,16/11/2011 15:10,5.75,13458,United Kingdom
576837,79321,In-flight souvenir 1,2,16/11/2011 15:16,12.46,,United Kingdom
576840,79321,In-flight souvenir 1,1,16/11/2011 15:23,12.46,,United Kingdom
577071,79321,In-flight souvenir 1,2,17/11/2011 14:56,5.75,13969,United Kingdom
577089,79321,In-flight souvenir 1,5,17/11/2011 15:59,5.75,12841,United Kingdom
577109,79321,In-flight souvenir 1,4,17/11/2011 17:50,5.75,16042,United Kingdom
577132,79321,In-flight souvenir 1,4,18/11/2011 8:21,5.75,13599,United Kingdom
577148,79321,In-flight souvenir 1,72,18/11/2011 9:43,4.95,13941,United Kingdom
577150,79321,In-flight souvenir 1,29,18/11/2011 9:48,12.46,,United Kingdom
577150,79321,In-flight souvenir 1,1,18/11/2011 9:48,17.88,,United Kingdom
